isEdited,developerResponse,title,date,review,rating,userName
False,"{'id': 13520258, 'body': 'There was a technical error that has since been resolved. Thank you for your understanding and support. We’ll continue to improve our user-experience, range of products and deals to serve you better. We would love to hear more from you @ app-feedback@fairprice.com.sg on areas we can improve further. Happy shopping (:\r', 'modified': '2020-02-17T04:01:44Z'}",Area unserviceable?,2020-02-08 02:30:28,I stay at sengkang and it says my area is unserviceable? Please improve,1,si l l y ti ge r 1311
False,,Tiongkim,2020-08-06 23:17:36,Let me go ahead to order.  Then queue my delivery date PLEASE!,1,Tiongkim
False,,easy,2019-08-26 12:48:29,helpful for mothers / housewife.,5,piipiika
False,,Disappointed,2020-06-29 05:49:23,SG most expensive Supermarket...,1,Jeffino17
False,,Very unstable,2018-04-23 10:45:03,Unstable and temperamental.  Should be improved.,2,liut2
False,"{'id': 16012931, 'body': ""We sincerely apologize for the troubles you've had with the app. Please drop us a message at app-feedback@fairprice.com.sg so that we can understand this issue better and investigate further. Stay safe and have a good day (:\r"", 'modified': '2020-06-16T07:53:10Z'}",App is apalling!,2020-06-11 08:04:47,The app stalls before i could complete,1,bs-14
False,,Ntuc app,2019-06-18 10:04:15,Great app .. hassle free,4,Hedraliza
False,,Very good,2019-04-01 09:56:42,Very good,5,A Me Daniel
False,,unstable app,2018-05-06 10:48:18,does not work when wifi signal is weak. no time out. and the app hangs.,1,superuser98
False,"{'id': 15465743, 'body': 'Due to the increase demand in the last couple of weeks, delivery slots have been snapped up quite quickly. We try to release slots as frequently as possible so please do look out for it. We’ll definitely continue to improve this to serve you better. Have a great day! (:\r\n', 'modified': '2020-05-21T09:36:58Z'}",Delivery,2020-04-29 11:44:14,Every time say delivery is full!,1,si Di iuhdt
False,"{'id': 11747559, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nCould you contact us at @ app-feedback@fairprice.com.sg? We assure you that your time would not be wasted. If you help us, we can compensate you for your time, pls write to us.\r\n', 'modified': '2019-11-09T11:54:01Z'}",T,2019-10-22 14:20:55,T,4,Charles468
False,,lags and slow!,2018-05-26 05:53:00,very laggy and slow,1,Yumelia
False,,all good except its a little laggy,2018-05-02 12:55:55,abit laggy,3,sjchua
True,"{'id': 11225118, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nPlease help us improve! We will be happy to offer a token of appreciation for your feedback and help. Do contact us at app-feedback@fairprice.com.sg.\r', 'modified': '2019-10-14T06:17:16Z'}",hanging ... w t h,2020-02-07 16:40:45,Have the staff tried before launching???,1,To Mr Seah
False,"{'id': 13244993, 'body': 'We’re sorry for the unsatisfactory app experience you had with us. We value your feedback and want to understand more about the issue that you experienced. Please contact us at @ app-feedback@fairprice.com.sg', 'modified': '2020-02-02T13:31:36Z'}",Very bad,2020-01-20 08:14:15,Areas for delivery unserviceable. App keeps lagging,1,sg_shopper
False,,cannot add credit card,2019-07-07 19:08:58,how to add credit card？？？,1,ha ha 9898
False,,Legit complaints from a frequent shopper,2020-07-29 12:59:28,"I really hope NTUC succeeds in its foray into the digital space so hear me out here. 

1. Bad UX

- i can search when I’m not signed in, and when I want to add to my cart I have to sign in which is fair. But when I do, the stuff that I saw that was available is suddenly unavailable. For example, Pampers Premium Care.

- search results are not sorted according to type or relevance! Which is the bare minimum of an e-commerce app. For example, when I search for rice noodles, the first five results are rice noodles or noodles then a trickle of irrelevant products then rice noodles appearing then irrelevant products then rice noodles etc. Why??

- some search results are not relevant! when I search for “rice noodles” I am shown tomato paste, olive oil, canola oil, virgin coconut oil, mustard dressing etc. Why???

- after search results are displayed I have to scroll upwards manually to view starting from top to bottom. Why doesn’t it display from the top results?

- can you please place all the unavailable items towards the bottom of the search results instead of weaving them intermittently within the available items?

2. Bad fulfilment

The delivery service is really superb. On time, and within the same day of ordering even. However, I refrain from ordering fresh items like chicken or vegetables after a couple times bad experience where I was allocated stale chicken and very old vegetables. To be fair, Sheng Siong and RedMart both do poorly on this category. So should NTUC treat this gap as a major opportunity to outshine your competitors?

3. Bad inventory management

About 50% of the time, my confirmed orders are updated to exclude a couple of items that are not available.

100% of the time, many items that I want to buy aren’t available. I’m hard pressed to fill my cart of items worth $79 because so many items are unavailable!",1,Leahpenelope
False,,Lousy app,2018-05-16 11:51:53,Worst app !,1,favoured Virginia
False,,It’s the SLOWEST APP ON EARTH,2018-05-25 05:59:16,Read the title. Nuff said.,1,VanillaCustardEgg
False,,swipe to go back,2018-11-09 14:39:09,"THERE IS NO SWIPE TO GO BACK
LEARN USING XCODE",1,dbdjdhenfobmfvwjc
False,"{'id': 15466343, 'body': 'Thank you for your support and understanding during this period. We’ll continue to improve our user-experience, features, range of products and deals to serve you better. Stay safe and have a great day! (:\r', 'modified': '2020-05-21T10:00:32Z'}",NIL,2020-04-05 13:28:05,NIL,5,Peter khor
False,,delay delivery,2019-04-02 13:25:26,服务真不好，第一次下单，居然会没送来，没有任何电话，短信，电邮通知，6-8pm送，到9:30pm还没送，从来没碰到过,1,Xijingyin
False,,Ms,2017-06-27 05:45:30,"Attn customer service of Ntuc

Appreciate if u could advise your cashiers that there is no need for them to demand its customers to produce a silver card for the seniors discount on Tuesday when the customer produces her pioneer generation card to show proof. 
I just shopped at Ntuc fp at Nuh medical center and bought a packet of sea salt. The cashier named Monica victor insisted that I must show the silver card for the pioneer discount even when I showed my PG card. She said the pg card is valid only on Monday n Thursday whilst the silver card is valid on Tuesday

I explained to her that the pg card means the holder is already past the senior age and should be valid for the senior discount. Eventually I showed her my IC to prove my age is higher than the senior age

I also told her that in my frequent shopping at Ntuc all over spore, she is the first one who insists on seeing a silver card before granting the senior discount

Pls advise her that the ruling she used is rather ridiculous n obsolete n she needs to know that the pg card holder is past the senior age",5,Pioneer generation member
False,,————,2018-03-03 05:47:24,———-,1,prncslimbo
False,,Has improved but more room for improvement,2016-11-28 10:06:05,"The app has improved significantly since I first used it years ago. However, there is still room for improvement, esp in product search functions and sorting. FairPrice is also not open & transparent with their promo codes. Often I have to surf 3rd party websites for their promo codes. The added ability to save cart contents now is definitely a welcomed improvement to their first version app which refreshes after ~20min, erasing cart contents. At least u can logout and login again another time to continue your shopping. Keep up the improvements 👍🏻",3,Zombie Mummy
False,,Convenient but plenty of room for improvement,2017-01-03 13:16:25,I like that I can buy my groceries from FairPrice at the comfort of my home but most times the loading is very slow. Choices are also limited. Must understand that most people buy online because time is not on our side thus we need to select items to purchase and do the purchases in the shortest possible time so would appreciate the improvement on loading time and also more choices are be loaded online for purchase please.,3,Amelia Drysdale
False,,Fairprice App,2017-06-17 10:03:02,Very convenient for busy working mother just like me. Save my travelling time & effort to carry heavy stuffs on a hot or rainy day! I hope there will be more time slots for delivery during weekends. More discounts & offers items! Please have more variety on fresh minced pork & fresh broccoli. Please stock up items that are very popular to purchase! Will attract more people to buy offer items! More lucky draws! Can be improve for the better!,4,Smart genius 1982
False,,Not so user friendly and performance is slow,2017-05-07 04:27:20,"Please provide user friendly navigation. Performance of screen navigation is too slow, need a lot of improvement.",4,Nasirudeen
False,,No Link Points?,2017-06-22 23:26:45,"Convenient for bulky purchases but it seems that there is no way for me to earn or redeem Link Points through this app. I would refrain from purchasing expensive items here and purchase in store instead to earn the points.

NTUC, please consider adding this Link Point feature to make it more customer-friendly. You certainly have enough resources to do this.",3,nomardillo
False,,Pages load very slow,2017-02-10 05:12:18,"Every change in amount of an item takes 15sec to load. Was unable to proceed with order whole of the 9/2/17 as the credit card payment had technical issues on the app. Had to call 2 banks to confirm if transaction had gone through or not. 
Very slow and inconvenient compared to honestbee and redmart apps",3,Sim Aishah
False,,App needs improvement,2017-03-20 09:06:44,"The app loads too slow. There are some items that are available in store but not via online. Besides I had difficulty with payment and there were errors. I was asked to contact the issuing bank which I did. The bank was unable to advise. I was subsequently able to make the payment, which meant that there could be a potential error in the app.",2,Juniordaby
False,,"What are you thinking, NTUC?!!!",2016-04-26 15:39:41,"What type of e-commerce forces you to register first before you can see anything, and ask for your NRIC Number? I'd stay FAR FAR away from such e-market!!! I'd rate with ZERO or negative for such a ridiculous idea. Some people in approving this at NTUC authorities should have their heads rolling. It's an embarrassment to such an established organization with such thoughtless design, and totally defeats e-commerce concept.
Absolutely waste of good money to develop this app!
Such a shame and embarrassment compared to ALL other e-comm sites...",1,Prof L
False,,Very very slow,2016-10-19 15:12:51,"It takes very long to complete an order. I wasted a lot of time and gave up in the end. The page will reload and recalculate the cart amount every single time you add items or amend the quantity. Every single click will take you 5-10 seconds while waiting for the page to reload. It is hard to find such a slow app anymore, it is very frustrating if you have a long list to order.",1,Cupidland
False,,Need a lot of improvement!!!,2017-01-31 16:45:40,"I'm a ntuc member and I buy many items that it's why I choose to shop on ntuc so that I can get the rebate. But why can't I purchase more than 4 items on discount item, please fix this problem?",5,antslyer
False,,Best Shopping Experience :),2015-08-04 10:18:25,One of the easiest shopping experience ever and easy to use. With a few taps you could buy a product from a wide range of categories. Thumbs up for the promotion feature.,5,Vigneshb86
False,,BUg program,2017-02-12 23:06:34,"Purchased more $200 sow as entitled to a free gift. However, gift was out of stock already and was told to remove from the shopping cart. Tried all ways to remove it but was not successful as it's a free item. In the end have to spilt my purchase into two orders to bypass this bug. For free items, customer should have the flexibility of whether he/she wants it.",2,Faccp
False,,User friendly apps!,2017-06-08 00:43:12,"Improve a lot, can improve further by studying our usual buying items and provide suggestions!",5,Alby Lam
False,,Need to improve,2017-03-20 02:16:06,Items go out of stock often..Few items are not available too..It would be better to have bulky items available online..,4,Nafis Imrana
False,,Getting better,2016-10-25 13:15:39,"Glad that I didn't have to refill my cart even after my shopping was disrupted. Even for weeks! Could be improved, PWP being more prominent as a separate tab etc.",4,Busybusyworkmum
False,,Unable to change passwords,2015-10-19 17:18:54,"When both 'password' and 'confirm password' are keyed in, it will return to log in window. 
Unable to change password successfully. Still having a lots of bugs within the app.
When changing passwords, the virtual keyboard will cover over the password window. 
Overall, the app badly need a fix.
I can't even create my log in account.",1,swat.team.sg
False,,So so app,2017-01-17 13:29:08,Overall this mobile app is fine but please do update each and every sold out item and foc fast. It's kind of frustrating to manually delete the item I wanted to purchase just because you don't have that foc item.,3,Unicorn_legend
False,,Convenient but slow. Wanted to give up,2017-07-29 13:19:30,"Ordering online is convenient but Ntuc must improve your loading speed. Redmart n honestbee is much faster. I was gonna give up buying my items. 
Navigation can be better too. 

Hope you take our feedback seriously to improve. Else people will just go to other online Supermarts to order if you do not improve.",1,Classic novels
False,,Slow,2016-10-21 02:40:14,It's extremely slow! Slow to load page to page and even worst when completing orders! I can be at the page for coming to 15 mins after keying in the credit card details and waiting for the order to be completed. It would be great to speed things up abit to make online shopping a breeze. Thank you.,1,Lee dong gun
False,,Slow loading and search can be improved,2017-02-20 05:31:45,Slow loading when scrolling down the page. The search function is very basic and can be improved by allowing users to choose the category.,2,KiliGeo
False,,Disappointing,2015-09-17 14:12:26,"1. Pages take a long time to load
2. Very limited product selection - could not find my usual brand of yogurt and no cottage cheese at all
3. Relevance needs to be worked on. When I searched for seaweed, the first results that came up were not seaweed..they were seaweed flavoured things, which was annoying and a waste of time because I had to scroll. And no, I couldn't find my regular Tao Kae Noi either. 

I gave up trying to fill my basket after that. 

Step it up, guys....Don't put the app up if it is not finished",3,Rachel CL
False,,'Security Risk' detected on iPhone 6 Plus...,2016-08-23 15:46:44,"My wife and I face the same problem as M113 forever.

After a few emails to Fairprice Online, the problem remains unsolved.  Below is FPOL's latest reply to me:

""Thank you for your reply and we sincerely apologise for the inconvenience caused.

We have tried to replicate issue on our iPhone 6 Plus phones but are unable to experience the error you mentioned. Nonetheless, we will still continue to investigate and find out the root cause of the issue.

We will keep in touch with you once we find a resolution. Meanwhile, you may use the desktop to shop with FairPrice Online.

We are sorry again for the inconvenience caused.""

Sure.",1,M113 Forever!!!
False,,Convenient and useful App,2017-01-22 14:07:22,Very convenient and easy to use. Only thing can be a little slow when waiting for pictures to load,4,LinusTan
False,,Easy to use,2017-07-20 09:10:10,Easy to use as I already have delivery and payment details in record. Several taps to checkout and done.,5,CLLeeCL
False,,Amex cvv is 4digit in front,2017-05-28 11:18:47,"During key in credit card detail: picture showing cvv for amex is copy and paste from visa/master which is at the back. Please change your picture to follow amex convention 4 digit cvv

Also many item available in fairprice supermarket not available online (even some fairprice rice not available)",2,Humbledonkey
False,,Convenient & easy,2016-10-13 02:11:34,Convenient & easy way to order. Most of the in-store deals are listed in the app which is good. Search results can be better. PWP can be highlighted better.,4,Singapore-lah
False,,Good shopping experience,2016-10-03 22:52:39,Interface is easy to use and navigate to find the product I want.,5,Jadebelle
False,,Fairprice online,2017-06-14 12:49:47,Overall the app is convenient however it will be better if the loading of the page is faster. Sometimes the app will close by itself.,3,junetigger
False,,Good app,2017-05-17 07:32:11,"Apps pretty easy to use, items are properly labelled and updated. Easy payment system. Fast and user friendly.",5,NorZakiah Nor
False,,App performance needs improvement,2017-02-05 05:58:02,"Finding items is very slow, actually every actions take few seconds to complete. Speed is slow and needs to be improved a lot.",3,Riazul
False,,Gd apps to buy bulky items,2017-03-16 13:39:23,"Easy to access. However, choice of items not a lot. Could improve",4,otyf
False,,Everything is gd except My cart and list,2016-09-30 02:33:46,Cart and my list takes forever to load and 90% of times it will be time out. Hope to see more variety in the products and delivery time slots.,3,Usulrie
False,,Don't waste your time on this app,2016-07-18 02:57:28,"Lousy App. Spent a long time browsing due to weak and slow search functions. When finalize cart eventually, had to input credit card details 3 times with the same result - hang! Gave up. I could have used the time to go to the store, buy my stuff and come back home, with extra time to spare!",1,Shopping Cher
False,,"Good, convenient",2016-12-05 15:40:46,"So far have been purchasing with the app, no hiccups or major problem, keep up the good work!",5,Quak111222
False,,Took 2 hrs to order,2016-06-16 13:34:00,"Browsing products took very long as the products below took very long to load and refresh. Sometimes the app hangs when you select to see an item. Hung on me twice. When i went back to search and view, it took ages to load again. Pls review the loading speed..",1,meltie8
False,,Not very user friendly,2017-02-03 09:36:28,Poor user interface. Have to tap back multiple times in order to get back to the search page.,3,debbiewhoelse
False,,Keep hanging,2016-10-03 09:34:07,It will hang whenever I try to use the search engine finding the item I want. I always have to exit the app and go back again to redo. Quite an hassle. Not very user friendly.,3,168Cookies88
False,,Improvement,2017-05-25 15:53:04,"Min $150 for free delivery is too high, it should be reduce to min $60. There should be a sender , receiver name and remarks option. This will reflect on the delivery slip upon delivery. Sometime We might be ordering for someone behalf.
 Lastly there should be more charity organisation option.",3,****eewwwre****
False,,The app is ok .. search bar on top right is buggy,2016-12-02 12:00:03,"To search for an item, I have to use the search from the navigation menu. Otherwise the app is well design",3,Lupoqb
False,,Report Strayed Trolley,2017-05-03 05:26:04,Hope U can add a function that can let the public report/take picture to show yr strayed trolleys or report abuse.,5,Sam Tay
False,,Processing speed still can be improved,2017-06-12 14:28:11,Much processing time w each selection.  This includes editing shopping list name and selection of items to delete...,3,Ole208
False,,NTUC Member,2017-05-10 17:10:18,"The app is good for busy parents, but it's even better if we have the option to key-in our NTUC card number so we can still enjoy our rewards even if we're shopping online!",3,maiers0827
False,,Easy to use App!,2017-05-09 13:32:16,"User friendly and I like the simple steps to add to cart, make payment. Only problem is I can't update 'Just Wine Club' details to enjoy 8% off.",4,rarewine
False,,The Apps is great!!!,2017-01-02 15:38:36,"If integrate with lucky draw like shopping at the store (purchase more than $30), then more perfect.  Then, 5 stars will be given.",4,Stormleesg
False,,The products offering can be better,2017-05-06 12:55:17,The products being offered online are not as extensive as I hoped. Hope that NTUC can be more products online to be purchased.,3,Ros2979
False,,Very good functionality,2016-11-28 04:51:01,"I really like the app, but, and this is a big one, it is too slow. It takes too long for items to load and also update quantities in the basket. If this was faster I would have given a 5/5.",2,Singswiss001
False,,Needs a lot of improvement,2016-10-23 14:10:18,I will only use this app when I know exactly what I need to buy because searching and loading is very time consuming.,3,Poo pah poh
False,,User friendly,2017-04-23 15:27:05,New interface. Very user friendly.,5,Distantedstar
False,,Navigation not very user friendly,2017-04-02 12:34:22,It is difficult to find products and the system is very slow.,3,Carynl 1999
False,,Loads way too slow!,2017-03-15 15:31:32,"Every single action I did on this app, including searching for items, toggle around the menu, adding items to cart and checking out takes at least 3-5secs to load.",2,Trishy.t
False,,Easy and fast to use,2016-11-27 23:57:46,The app is so much better than the online portal!!,5,K!ing
False,,Too slow,2017-01-21 16:57:13,"App is ridiculously slow when adding items to cart (>10 seconds for each item!). Search is also very slow, and there is no typeahead/incremental search features. Needs significant upgrade to improve usability.",1,iToffee_14
False,,Convenient,2016-11-16 12:11:54,"Very convenient, can do grocery while waiting for food to be served at the restaurant.",5,aotsuka
False,,"Slow, not user friendly",2017-03-04 04:47:28,"If I could give zero I would. Super slow app, loading time takes forever, not intuitive, not user friendly. Serious improvements are needed because this current version is just horrible.",1,Judy-567
False,,Very slow. Search needs improvement,2017-02-04 10:00:49,"App is very slow. The search can also be improved. Right now if you do not type in an exact match of words you won't get a result, toilet paper vs tissue.
Stock also not great",2,datudou
False,,Easy to use app,2016-12-21 14:38:20,Grocery shopping becomes a breeze. Well done!,5,chokomateh
False,,Works as supposed to,2017-06-24 12:34:29,"Auto prompts for PWP and lucky draw. With the free delivery requirements met, it's a very convenient option to shop hassle free.",5,SOLIDCORE WAGGYTAIL
False,,Very easy to use,2016-10-28 14:17:21,Very easy to use and highly recommended,5,Weijieww
False,,Loading time very slow,2016-10-04 15:57:27,It take more than 30secs to refresh / loading the item page.. It's time wasted!,3,Spiceching
False,,Great App!,2017-03-15 10:00:35,Fantastic app especially when I've to buy bulky items.,5,GK-C
False,,Slow updating,2016-10-30 16:47:20,"Appearance is fine. Can find items easily but the updating of the orders into the cart is way too slow. For my 50items, I took more than 1 hour to finish selection.",2,Frustrationed
False,,Convenient yet takes up battery fast,2017-04-14 14:45:30,The app allows for convenient in groceries shopping but it drains up battery fast.,3,mark.isaiah
False,,User friendly,2017-06-17 02:14:20,Suggestion: larger screen for checkout.,4,Puzzle**ILike
False,,Slow performance,2016-10-08 13:00:56,"Very slow response and not that user friendly. Need to waste atleast an hour to purchase 20+ items, though selecting most of it from the list.",2,Sgjagg
False,,Very disappointed. Still cannot launch App.,2016-10-05 16:04:01,"I am using iPad Pro and iPhone 6. Both devices also cannot launch App, even with this recent upgraded App. Keeps prompting me that the ""App detected security risk on device and unable to proceed"".  Would have to turn to Redmart instead.",1,Late gamerz
False,,This app is a joke,2016-07-19 15:16:05,"Applying discount codes ADDS cost to your payment instead of waiving cost. And I agree with other users, loading time of the products and search is pretty slow by modern app standards. What took me 30 mins on this app can easily be done on RedMart for just 5 mins.",1,Qamuri
False,,Very slow,2016-06-23 15:38:08,Very long loading time of products; and worse in cart area. Not easy to update cart with each item long update time. Really waste a lot of time waiting. Poor experience compared to other online supermarts!,1,Pled228
False,,You just made my choice easier.,2015-09-20 12:02:10,Restricting the app to users based on how they choose to use their devices is nonsensical and truly distasteful for an organization as large as Fairprice. I now have less confidence in using the Fairprice Online app or even shopping at Fairprice stores in general.,1,dombung
False,,Laggy,2016-12-12 10:12:40,"Very slow response, takes a long time to update and load items. Otherwise ok. Response time definitely can be improved tremendously!",2,Pietrokappang
False,,"Keep asking to change password, search function not working at all",2016-07-08 13:20:16,"The app keep insisting to change password, no cancel of this option. Search for product ""rice"" return nothing. Have this app been tested before launching?",1,Chaih
False,,"app is just so so. Can't filter with same promo,the picture is not clear and no product detail",2017-07-12 15:42:46,"app is just so so. Can't filter with same promo,the picture is not clear and no product detail.",2,qqer327
False,,Good app to use,2016-11-14 17:23:48,"Good to know about this app and will save me time and money.
The price here is the same as the price in the store.... yeah",4,Gavin Neo
False,,Worst online app use,2017-03-23 11:07:28,The loading is so... slow lots of product not available take a Long time to complete transactions vs redmart. Test one patience to complete an order. Will delete this app after this transaction wasted so much of my time.,1,Val7426
False,,App is too slow,2016-10-10 11:09:18,"Took a long time to refresh page, takes a lot of patience :(",3,Mightynutty
False,,Slow performance,2016-10-10 07:17:05,"Slow to load, especially when list is selected and cart is updated.",2,Phif77_**
False,,Unable to shop,2016-06-11 08:36:20,"Unable to open,save money!don't need spend $ on NTUC!",5,被骗的s猪
False,,Fair,2017-04-21 04:05:04,Can be better. Has most things but not everything. So far able to at least get the essentials I need.,3,Mahimich
False,,Poor App,2017-01-12 13:24:04,The app response to just add items to cart is so slow that I think it's faster for me to slowly walk to the nearest supermarket (may not be fairprice) and get the same item with a whole lot of other things. Need to keep up with your competitors.,1,mas_rin
False,,Just downloaded & already not working,2016-09-24 03:40:28,"I just downloaded this a minute ago and already it doesn't work. An error message popped up; that since it detected a security risk on my device (iPhone 6), it will not be able to proceed.",1,@WindsorGal
False,,Speed of app,2017-02-11 01:14:13,App is relatively slow when scrolling down on items,3,Bravemummy
False,,Useful app but slow and buggy,2017-07-05 13:03:19,Needs to further improve app speed,3,Isham bond
False,,Ms Super mum,2016-09-20 02:38:32,"Great but a bit slow, if running time shorter then better",5,Strong seeds
False,,Good :),2017-08-07 14:14:26,Day by day this app is getting lot of  improvement,4,Charmaine Lim
False,,Slow app,2017-03-26 15:48:13,App is very slow. Search capability needs improvement.,3,SGKV
False,,Very time consuming apps,2017-02-02 15:56:00,The search is slow and the waiting for the apps to select and delete item is also very slow. Really put off by the apps .,1,Cani_amber
False,,"Promotion are good, just that loading time is long",2016-09-21 15:44:15,As above. I can wait for 3 mins just to update the cart items.,3,ethankam
False,,Corporate Account,2017-01-10 13:59:27,"1. The delivery option was for 'home' instead of ""office"" address
2. E-invoice does not have corporate account option",3,Loo.sg
False,,Very slow...,2017-02-25 15:34:48,"It is very slow when operating, which makes me almost give up. I have to wait a few seconds for every click or scrolling.",1,红花豆子
False,,Not recommended,2017-03-13 04:06:10,"Just received my items today from Ntuc online, strongly not recommended. The vegetables are not fresh(some leaves rots and smells), have to throw. The milk powder for my baby is old stocks(expire in July 2017) where those I bought on shelves expire at 2018.",1,Fishesriss
False,,Too slow,2017-01-17 00:58:16,Updating the cart or adding new items takes quite sometime. Will be better if response is faster.,1,Servant2 of God
False,,Cannot Open App,2016-11-01 10:19:43,"Your App cannot open. It says it detected Security Ridks. 
I have just deleted App and will Install once more. Hope this will work. Meanwhile you may wish to look at the problem.",1,MembinaOK
False,,wrong coding,2015-09-07 07:29:29,There's a wrong coding option for sign ups when i tap onto surname it only gives options for numbers to be input instead of alphabets. How to sign up like this you teach me.,1,Slyroc
False,,Slow app,2017-03-27 09:53:29,I had written before but have anything changed? Please update app. The 'My list' loads super slow and I can't seems to delete the list. Time to improve....,1,Etiang
False,,Same issue. Crashes on launch.,2016-01-25 06:22:45,Automatically crashed when trying to launch.,1,finathiq
False,,Ms,2016-10-25 15:04:56,"V slow app, fav list cannot be used anymore (which was very useful). Payment has issue using iPhone and ok on iPad. It's hilarious that fairprice cant come out with a efficient apps.",2,ChongRt
False,,Convenient,2016-12-28 13:40:31,All is great. Super convenient to buy stuffs on the go.,4,FloraQ
False,,👍,2016-12-12 08:15:50,Using it for the first time and so far so good 👍,5,Belyeoh
False,,Needs a lot of improvement,2016-10-25 13:01:32,Very slow and always hang. Sometimes the cart go haywire and everything is out of stock.,1,Reach1e
False,,My Credit Card does not exist,2017-06-29 16:28:33,What a weird app. It takes orders but it does not want to accept payment. This is the only app that does not recognise my Citibank Credit Card. Uninstalled - back to RedMart or Bee.,1,SM Harman
False,,Average app,2016-10-02 17:30:34,The app takes ages to load the images and pricing. The barcode function does not work.,2,ah t1ng
False,,Fix required,2016-10-20 14:14:09,Frequent lagging on apps and time consuming during order population on pass,2,NTUCUserSg
False,,Simply super,2016-12-28 10:28:52,Very easy to use and simply super.,5,BKKannan
False,,Thumbs up!!!,2017-01-21 06:07:06,Easy to use!,5,Cbrayden
False,,"Security Risk on Device, unable to Proceed",2016-09-09 14:11:28,I face the above problem too. It seems to be a common problem. Hopefully this issue can be fixed soon.,1,Late gamerz
False,,Can't even update for so many days.,2017-03-16 05:42:41,It shows installing but I couldn't even update it. And causes my other Apps not to update too.,1,Sereneks
False,,Slow and laggy. Makes you login with email and password every time!!! Did I say it was super slow?,2017-01-04 11:43:05,Super slow. Very hard to use.,1,jasonlxw
False,,Interface is so slow,2016-09-29 00:40:11,Interface is too slow,1,Bobbiwin
False,,Too slow,2016-10-02 13:33:40,App navigation is ok but loading is too slow,2,eithone
False,,User Unfriendly,2015-10-11 05:45:07,"Can't get the apps to open and can't log review comment! 
Have not encountered this issue with downloading of any other service Apps.",1,***frustrated
False,,Excellent App!,2017-01-17 04:56:27,Excellent app! Very easy to use,5,Sandy1507delhi
False,,App slow response,2017-01-16 06:32:13,App slow response,3,JGSQ
False,,Unable access,2016-11-26 15:28:40,Cant access. Being prompt as mobile have security risk..,1,Gongor
False,,Badly designed app that does not work,2016-01-03 03:26:01,"Bring back the weekly store ads!
What's the point of redesigning an app and the new app doesn't work at all?!",1,Eileena Lee
False,,Eeyore,2017-01-10 11:38:51,"Poor delivery service, if you couldn't take that much of order in a day, pls don't do so, I'm waiting from 2pm till now 8pm still not here yet..",1,Eeyore Cutie
False,,Keeps hanging. Needs work.,2016-09-28 13:22:56,Needs more work. Potential is there but the app and the online store on ipad is HORRENDOUS. Keeps hanging. Unusable until fixed.,1,Pn123
False,,Comments,2017-07-17 07:08:23,Redmart has a better app.,3,Asaph Vapor
False,,Hangs too often,2017-07-30 07:57:17,Hangs too often!,2,Jamesstjl
False,,Can be better,2016-10-01 09:28:51,"For a large govt-funded organization, one would expect seamless experience. Problems that can be easily resolved:
1. Slow connectivity
2. Not intuitive
3. Irritating pop-ups

Evidently, no beta-testing before launch.",2,The Red Elf
False,,Error to the maximum.,2017-01-06 09:20:07,Keep prompting that there is a security risk on my device whereby my phone is not jail broken. Can't even use the app.,1,ZJWJTKHJT
False,,Super lousy app,2016-09-22 01:57:12,First time exp was Super lousy. Wont use it again until it is improved.....,2,Rmaheshk
False,,Password caching,2016-08-03 14:27:19,Please implement an update to cache password. It's unusable if customers were to enter credentials every time we use the app.,1,JoeT2013
False,,Unknown ERROR,2017-01-06 10:10:10,Keep on prompting security risk detected on my device. Some of my friends also facing the same problem. Please fix it ASAP.,1,Right attitude
False,,offer with other card,2016-10-01 02:23:48,better if u offer free delivery to other credit cards and not limited to ntuc plus only.,3,Pokerface-5460
False,,App can not use,2015-10-16 12:59:18,"Always crash, even can not add order,please fix the issue",1,Sera550
False,,App crashes and unable to load,2015-12-21 10:10:46,"Uninstalled, reinstalled, this app just wouldn't work. :(",1,Dinoofsg
False,,Sorry it can't even load!,2015-08-30 17:04:08,Pls fix it before even put on iTunes!,1,Hot1979
False,,App is slow and hangs,2016-12-30 14:33:15,App is slow and hangs when select promo sections etc.,1,Ng.go
False,,Many Rooms for Improvement!,2016-10-06 01:06:19,This App is slow and laggy. And it is not user friendly. Please take a leaf from RxxMxxt App.,1,ChekJ
False,,Buggy App,2016-07-03 08:06:47,"After numerous retries, delete/install still cannot get the app to work.",1,Sugar_bb
False,,NTUC Online,2016-06-03 14:33:22,App crashes every time I try to open it. Please fix the bug so I that it works with iPhone 6S plus!,1,Shanellyn
False,,Disappointed,2015-08-15 08:48:36,App crashes on startup. Poor app quality control.,1,Truthbetoldz
False,,😞,2016-12-25 13:31:38,"Everytime i open this apps its always show ""our app detected security risk"" please help to resolved this issue!",1,BOSS POGS
False,,Horrible,2016-11-21 23:03:45,"Can't open the app, says got security issue... my is a new iPhone 7 plus lor... aiyo... wanna buy also cannot! 😡",1,Abcdefg defy
False,,.,2017-03-29 08:25:39,Application working is very slow. I don't know how will be delivery.,2,Inessa4
False,,Waste of time!,2017-03-15 14:40:43,Lousy and slow app. Take 1 hour to buy 4 items..,1,Zzzaebctr
False,,Crashes on launch,2016-01-17 20:49:25,Crashes on launch.,1,theimperialdragon
